姓名,性别,出生年份,出生地,长度,名,名1,笔画1,偏旁1,拼音1,常用1,名2,笔画2,偏旁2,拼音2,常用2
周婉锋,女,1980,广东省南海区,3,婉锋,婉,11,女,wǎn,2,锋,12,钅,fēng,1
魏潇逸,男,1991,湖南省衡阳市,3,潇逸,潇,14,氵,xiāo,3,逸,11,辶,yì,2
王雁军,男,1969,陕西,3,雁军,雁,12,隹,yàn,1,军,6,冖,jūn,1
张有乾,男,1966,山西神池,3,有乾,有,6,月,yǒu,1,乾,11,乙,qián,2
彭莎,女,1983,广东省中山市,2,莎,莎,10,艹,shā,3,莎,0,0,0,0
谭国瑞,男,1977,山东,3,国瑞,国,8,囗,guó,1,瑞,13,王,ruì,1
王维娟,女,1980,河北新乐,3,维娟,维,11,纟,wéi,1,娟,10,女,juān,3
邓楚涵,男,1991,贵州省黔南布依族苗族自治州瓮安县,3,楚涵,楚,13,木,chǔ,1,涵,11,氵,hán,2
夏姜虹,女,1980,云南大理,3,姜虹,姜,9,女,jiāng,1,虹,9,虫,hóng,1
涂少辉,男,1977,新疆,3,少辉,少,4,小,shǎo,1,辉,12,车,huī,1
吴怡霈,女,1980,台湾省基隆市,3,怡霈,怡,8,忄,yí,3,霈,15,雨,pèi,3
巩贺,女,1983,辽宁省鞍山市,2,贺,贺,9,贝,hè,1,贺,0,0,0,0
石筱群,女,1980,浙江省浦江县,3,筱群,筱,13,竹,xiǎo,3,群,13,羊,qún,1
廖素群,女,1980,广东梅州,3,素群,素,10,糸,sù,1,群,13,羊,qún,1
邱现东,男,1969,湖北广水,3,现东,现,8,王,xiàn,1,东,5,一,dōng,1
陆诗韵,女,1980,香港,3,诗韵,诗,8,讠,shī,1,韵,13,音,yùn,1
张莉鑫,女,1980,甘肃省,3,莉鑫,莉,10,艹,lì,2,鑫,24,金,xīn,3
陈文媛,男,1979,香港,3,文媛,文,4,文,wén,1,媛,12,女,yuán,3
吴瑕,女,1983,江苏,2,瑕,瑕,13,王,xiá,3,瑕,0,0,0,0
何嘉莉,女,1980,香港,3,嘉莉,嘉,14,口,jiā,1,莉,10,艹,lì,2
龙安跃,男,1972,贵州榕江,3,安跃,安,6,宀,ān,1,跃,11,足,yuè,1
侯天顺,男,1981,湖北省郧西县,3,天顺,天,4,大,tiān,1,顺,9,页,shùn,1
彭细妹,女,1980,广西省西南化州市,3,细妹,细,8,纟,xì,1,妹,8,女,mèi,1
斓曦,女,1983,安徽省安庆市,2,曦,曦,20,日,xī,3,曦,0,0,0,0
沈纪苹,女,1980,江苏苏州,3,纪苹,纪,6,纟,jì,1,苹,8,艹,píng,1
高子茗,男,1986,陕西省安康市岚皋县,3,子茗,子,3,子,zǐ,1,茗,9,艹,míng,3
田永富,男,1973,贵州镇远,3,永富,永,5,水,yǒng,1,富,12,宀,fù,1
马洲洋,男,1990,湖北省武汉市,3,洲洋,洲,9,氵,zhōu,1,洋,9,氵,yáng,1
扈晓雯,女,1980,辽宁,3,晓雯,晓,10,日,xiǎo,1,雯,12,雨,wén,3
黄荣璋,男,1983,香港,3,荣璋,荣,9,艹,róng,1,璋,15,王,zhāng,3
王博谷,男,1983,北京,3,博谷,博,12,十,bó,1,谷,7,谷,gǔ,1
刘海丽,女,1980,山东省济南市济阳县,3,海丽,海,10,氵,hǎi,1,丽,7,丶,lì,1
刘雨果,女,1980,湖南安化,3,雨果,雨,8,雨,yǔ,1,果,8,木,guǒ,1
胡林妍,女,1980,山东济南,3,林妍,林,8,木,lín,1,妍,7,女,yán,3
廖英,女,1983,湖北洪湖,2,英,英,8,艹,yīng,1,英,0,0,0,0
孙一卜,女,1980,陕西咸阳,3,一卜,一,1,一,yī,1,卜,2,卜,bo,1
李燕波,女,1980,北京,3,燕波,燕,16,灬,yàn,1,波,8,氵,bō,1
马怡鸿,女,1980,台湾 台北,3,怡鸿,怡,8,忄,yí,3,鸿,11,鸟,hóng,2
丁洁云,女,1980,湖北武汉,3,洁云,洁,9,氵,jié,1,云,4,二,yún,1
蒋业芳,女,1980,安徽师范大学,3,业芳,业,5,业,yè,1,芳,7,艹,fāng,1
冼锦彬,男,1990,广东省紫金县黄塘镇锦口村,3,锦彬,锦,13,钅,jǐn,1,彬,11,彡,bīn,2
黄玉飞,女,1980,山东-威海市,3,玉飞,玉,5,玉,yù,1,飞,3,飞,fēi,1
李莉丽,女,1980,湖北省荆门市,3,莉丽,莉,10,艹,lì,2,丽,7,丶,lì,1
时宇石,男,1972,辽宁省锦州市,3,宇石,宇,6,宀,yǔ,1,石,5,石,shí,1
郭士强,男,1975,辽宁省辽阳市,3,士强,士,3,士,shì,1,强,12,弓,qiáng,1
许晓挺,男,1975,江苏省常熟市,3,晓挺,晓,10,日,xiǎo,1,挺,9,扌,tǐng,1
张晓欢,女,1980,北京,3,晓欢,晓,10,日,xiǎo,1,欢,6,欠,huān,1
由靖涵,女,1980,黑龙江省绥化市,3,靖涵,靖,13,青,jìng,2,涵,11,氵,hán,2
王启乔,男,1973,贵州遵义县,3,启乔,启,7,口,qǐ,1,乔,6,丿,qiáo,1
叶佩雯,女,1980,香港,3,佩雯,佩,8,亻,pèi,1,雯,12,雨,wén,3
王先宁,男,1966,贵州省,3,先宁,先,6,儿,xiān,1,宁,5,宀,níng,1
丽萍,女,1983,四川南充,2,萍,萍,11,艹,píng,1,萍,0,0,0,0
王万均,男,1971,重庆万州,3,万均,万,3,一,wàn,1,均,7,土,jūn,1
王大金,男,1973,江苏句容,3,大金,大,3,大,dà,1,金,8,金,jīn,1
任铭松,女,1980,吉林省,3,铭松,铭,11,钅,míng,2,松,8,木,sōng,1
刘石创,男,1966,广西宜山县,3,石创,石,5,石,shí,1,创,6,刂,chuàng,1
张文美,女,1980,四川,3,文美,文,4,文,wén,1,美,9,羊,měi,1
佘曼妮,男,1983,湖南省怀化市芷江县,3,曼妮,曼,11,曰,màn,2,妮,8,女,nī,3
杜晓莉,女,1980,四川巴中市,3,晓莉,晓,10,日,xiǎo,1,莉,10,艹,lì,2
冯晓彤,女,1980,山东滕州人,3,晓彤,晓,10,日,xiǎo,1,彤,7,彡,tóng,2
董泽鹏,男,1996,河北省张家口蔚县,3,泽鹏,泽,8,氵,zé,1,鹏,13,鸟,péng,2
陈秋途,男,1975,福建,3,秋途,秋,9,禾,qiū,1,途,10,辶,tú,1
许刚毅,男,1971,广东中山,3,刚毅,刚,6,刂,gāng,1,毅,15,殳,yì,1
张梓轩,男,1993,浙江省温州市瑞安市,3,梓轩,梓,11,木,zǐ,3,轩,7,车,xuān,2
李曼曼,女,1980,安徽淮北,3,曼曼,曼,11,曰,màn,2,曼,11,曰,màn,2
张庭,男,1970,台湾省彰化县,2,庭,庭,9,广,tíng,1,庭,0,0,0,0
朱俊东,男,1967,江西赣县,3,俊东,俊,9,亻,jùn,1,东,5,一,dōng,1
曹艳,女,1983,江西,2,艳,艳,10,色,yàn,1,艳,0,0,0,0
阳光武,男,1977,四川金堂,3,光武,光,6,儿,guāng,1,武,8,止,wǔ,1
高嘉瑜,女,1980,台湾省台北,3,嘉瑜,嘉,14,口,jiā,1,瑜,13,王,yú,3
郝家胜,男,1967,安徽霍邱,3,家胜,家,10,宀,jiā,1,胜,9,月,shèng,1
木村圆,女,1980,日本福岛县,3,村圆,村,7,木,cūn,1,圆,10,囗,yuán,1
区俊涛,女,1980,香港,3,俊涛,俊,9,亻,jùn,1,涛,10,氵,tāo,1
林佑星,男,1974,台湾,3,佑星,佑,7,亻,yòu,2,星,9,日,xīng,1
伍家友,男,1973,广东台山,3,家友,家,10,宀,jiā,1,友,4,又,yǒu,1
许君谈,男,1972,湖南武冈,3,君谈,君,7,口,jūn,1,谈,10,讠,tán,1
痕痕,女,1983,上海,2,痕,痕,11,疒,hén,1,痕,0,0,0,0
宋容君,男,1968,陕西省华阴市,3,容君,容,10,宀,róng,1,君,7,口,jūn,1
贡植平,男,1974,安徽来安,3,植平,植,12,木,zhí,1,平,5,干,píng,1
陈日安,男,1982,广东揭阳市,3,日安,日,4,日,rì,1,安,6,宀,ān,1
马弋博,女,1980,辽宁省大连,3,弋博,弋,3,弋,yì,3,博,12,十,bó,1
罗锟,女,1983,山西,2,锟,锟,13,钅,kūn,3,锟,0,0,0,0
珍妮花,女,1980,台湾台北,3,妮花,妮,8,女,nī,3,花,7,艹,huā,1
梁志峰,男,1970,湖南涟源,3,志峰,志,7,心,zhì,1,峰,10,山,fēng,1
郝桂英,女,1980,四川自贡,3,桂英,桂,10,木,guì,1,英,8,艹,yīng,1
王利福,男,1968,吉林扶余县,3,利福,利,7,刂,lì,1,福,13,礻,fú,1
钟旖,女,1983,广西南宁,2,旖,旖,14,方,yǐ,3,旖,0,0,0,0
翁晓萌,女,1980,北京,3,晓萌,晓,10,日,xiǎo,1,萌,11,艹,méng,1
李嘉龄,女,1980,香港,3,嘉龄,嘉,14,口,jiā,1,龄,13,齿,líng,1
何燚,女,1983,四川威远人,2,燚,燚,16,火,yì,3,燚,0,0,0,0
洪耀同,男,1968,福建厦门,3,耀同,耀,20,羽,yào,1,同,6,口,tóng,1
善忠林,男,1976,甘肃省积石山县,3,忠林,忠,8,心,zhōng,1,林,8,木,lín,1
戴建君,男,1967,安徽,3,建君,建,8,廴,jiàn,1,君,7,口,jūn,1
江美琪,女,1980,台湾桃园,3,美琪,美,9,羊,měi,1,琪,12,王,qí,3
许慧君,女,1980,内蒙古呼和浩特,3,慧君,慧,15,心,huì,1,君,7,口,jūn,1
简佩坚,女,1980,香港,3,佩坚,佩,8,亻,pèi,1,坚,7,土,jiān,1
李雨阳,男,1979,香港,3,雨阳,雨,8,雨,yǔ,1,阳,6,阝,yáng,1
顾贝贝,女,1980,北京,3,贝贝,贝,4,贝,bèi,1,贝,4,贝,bèi,1
傅祖民,男,1968,浙江义乌,3,祖民,祖,9,礻,zǔ,1,民,5,氏,mín,1
李燕媛,女,1980,湖北宜昌,3,燕媛,燕,16,灬,yàn,1,媛,12,女,yuán,3
吴昱翰,男,1986,辽宁鞍山,3,昱翰,昱,9,日,yù,3,翰,16,羽,hàn,2
范逸臣,男,1978,台湾省台东县东河乡泰源村,3,逸臣,逸,11,辶,yì,2,臣,6,臣,chén,1
颜青山,男,1967,湖南衡阳,3,青山,青,8,青,qīng,1,山,3,山,shān,1
刘海昌,男,1977,山西文水,3,海昌,海,10,氵,hǎi,1,昌,8,日,chāng,1
钟若涵,女,1980,台湾,3,若涵,若,8,艹,ruò,1,涵,11,氵,hán,2
艾树涛,男,1973,山东,3,树涛,树,9,木,shù,1,涛,10,氵,tāo,1
林海亮,男,1978,广东高州,3,海亮,海,10,氵,hǎi,1,亮,9,亠,liàng,1
宋思根,男,1972,安徽泾县,3,思根,思,9,心,sī,1,根,10,木,gēn,1
林贞,女,1983,海南五指山,2,贞,贞,6,贝,zhēn,1,贞,0,0,0,0
赵厚峰,男,1974,山东武城,3,厚峰,厚,9,厂,hòu,1,峰,10,山,fēng,1
张梅花,女,1980,甘肃武威,3,梅花,梅,11,木,méi,1,花,7,艹,huā,1
黄丙湖,男,1977,山东青岛,3,丙湖,丙,5,一,bǐng,1,湖,12,氵,hú,1
睢利,男,1970,内蒙古乌海,2,利,利,7,刂,lì,1,利,0,0,0,0
张咏棋,女,1980,北京市东城区,3,咏棋,咏,8,口,yǒng,1,棋,12,木,qí,1
谢文征,男,1976,福建龙岩,3,文征,文,4,文,wén,1,征,8,彳,zhēng,1
陈秋琦,女,1980,广东梅州市梅县区,3,秋琦,秋,9,禾,qiū,1,琦,12,王,qí,3
陆兰碧,女,1980,广西田阳,3,兰碧,兰,5,乺,lán,1,碧,14,石,bì,1
贺晶,女,1983,辽宁省锦州市,2,晶,晶,12,日,jīng,1,晶,0,0,0,0
袁义宏,男,1978,安徽巢湖,3,义宏,义,3,丶,yì,1,宏,7,宀,hóng,1
何依霈,女,1980,台湾,3,依霈,依,8,亻,yī,1,霈,15,雨,pèi,3
陈慧姝,女,1980,天津,3,慧姝,慧,15,心,huì,1,姝,9,女,shū,3
黄能亮,男,1968,广东省和平县,3,能亮,能,10,月,néng,1,亮,9,亠,liàng,1
苏远大,男,1978,吉林榆树,3,远大,远,7,辶,yuǎn,1,大,3,大,dà,1
杨育丽,女,1980,山西省朔州市,3,育丽,育,8,月,yù,1,丽,7,丶,lì,1
王湃,女,1983,黑龙江哈尔滨,2,湃,湃,12,氵,pai,2,湃,0,0,0,0
李花妮,女,1980,陕西华县,3,花妮,花,7,艹,huā,1,妮,8,女,nī,3
傅如荣,男,1967,福建省龙岩市连城,3,如荣,如,6,女,rú,1,荣,9,艹,róng,1
唐嫣,女,1983,上海黄浦区,2,嫣,嫣,14,女,yān,3,嫣,0,0,0,0
肖启君,男,1966,江西萍乡,3,启君,启,7,口,qǐ,1,君,7,口,jūn,1
刘谦辉,男,1975,河北省定州市,3,谦辉,谦,12,讠,qiān,1,辉,12,车,huī,1
林如琦,女,1980,福建三明,3,如琦,如,6,女,rú,1,琦,12,王,qí,3
成炳国,男,1972,山东东营,3,炳国,炳,9,火,bǐng,3,国,8,囗,guó,1
侯奕斌,男,1967,广东中山,3,奕斌,奕,9,大,yì,2,斌,12,文,bīn,3
胡旺盛,男,1968,安徽省枞阳县,3,旺盛,旺,8,日,wàng,1,盛,11,皿,shèng,1
饶庆勤,男,1969,浙江云和,3,庆勤,庆,6,广,qìng,1,勤,13,力,qín,1
李恋,男,1968,安徽省,2,恋,恋,10,心,liàn,1,恋,0,0,0,0
裴贵军,男,1972,甘肃省麦积区,3,贵军,贵,9,贝,guì,1,军,6,冖,jūn,1
董莎萌,男,1981,江苏南京,3,莎萌,莎,10,艹,shā,3,萌,11,艹,méng,1
竹幼婷,女,1980,台北,3,幼婷,幼,5,幺,yòu,1,婷,12,女,tíng,3
夏云林,男,1967,重庆永川,3,云林,云,4,二,yún,1,林,8,木,lín,1
姜丽美,女,1980,山东烟台,3,丽美,丽,7,丶,lì,1,美,9,羊,měi,1
谢嘉宜,女,1980,台湾省台北市,3,嘉宜,嘉,14,口,jiā,1,宜,8,宀,yí,1
孔婷,女,1983,浙江金华,2,婷,婷,12,女,tíng,3,婷,0,0,0,0
明经华,女,1980,江西赣州,3,经华,经,8,纟,jīng,1,华,6,十,huá,1
徐敏勇,女,1979,河南,3,敏勇,敏,11,攵,mǐn,1,勇,9,力,yǒng,1
阿麦,女,1983,贵州,2,麦,麦,7,麦,mài,1,麦,0,0,0,0
顾晓贤,女,1979,江苏苏州,3,晓贤,晓,10,日,xiǎo,1,贤,8,贝,xián,1
梁宗勇,男,1969,广西博白,3,宗勇,宗,8,宀,zōng,1,勇,9,力,yǒng,1
袁正兴,男,1983,江西省鄱阳县杨县柏树村,3,正兴,正,5,止,zhèng,1,兴,6,八,xīng,1
吴景珠,男,1967,河南省西华县,3,景珠,景,12,日,jǐng,1,珠,10,王,zhū,1
王丝菲,女,1979,江苏徐州,3,丝菲,丝,5,一,sī,1,菲,11,艹,fēi,2
程晓春,男,1967,山西河曲,3,晓春,晓,10,日,xiǎo,1,春,9,日,chūn,1
周明璟,女,1979,台湾,3,明璟,明,8,日,míng,1,璟,16,王,jǐng,3
余钊圣,男,1974,浙江淳安,3,钊圣,钊,7,钅,zhāo,3,圣,5,土,shèng,1
徐书杰,男,1986,山西忻州,3,书杰,书,4,乛,shū,1,杰,8,木,jié,1
佟文,女,1983,天津,2,文,文,4,文,wén,1,文,0,0,0,0
潘学超,男,1975,广西马山县,3,学超,学,8,子,xué,1,超,12,走,chāo,1
唐秋芳,女,1979,四川省达县,3,秋芳,秋,9,禾,qiū,1,芳,7,艹,fāng,1
关太兵,男,1966,湖北,3,太兵,太,4,大,tài,1,兵,7,八,bīng,1
郭明翔,男,1984,广东省,3,明翔,明,8,日,míng,1,翔,12,羽,xiáng,2
牛黎莉,女,1979,甘肃榆中,3,黎莉,黎,15,黍,lí,1,莉,10,艹,lì,2
闫德利,女,1979,河北省容城县,3,德利,德,15,彳,dé,1,利,7,刂,lì,1
吴荣开,男,1973,江西省婺源县,3,荣开,荣,9,艹,róng,1,开,4,廾,kāi,1
吴朝安,男,1973,湖北随州,3,朝安,朝,12,月,cháo,1,安,6,宀,ān,1
林英武,男,1976,安徽安庆人,3,英武,英,8,艹,yīng,1,武,8,止,wǔ,1
孟潞,女,1983,云南西双版纳,2,潞,潞,16,氵,lù,3,潞,0,0,0,0
匡延昌,男,1980,新疆生产建设兵团,3,延昌,延,6,廴,yán,1,昌,8,日,chāng,1
杜金京,男,1986,北京,3,金京,金,8,金,jīn,1,京,8,亠,jīng,1
金文兵,男,1968,江西鄱阳,3,文兵,文,4,文,wén,1,兵,7,八,bīng,1
潘阳,女,1983,黑龙江省牡丹江市东宁市,2,阳,阳,6,阝,yáng,1,阳,0,0,0,0
郭焱,女,1983,北京,2,焱,焱,12,火,yàn,3,焱,0,0,0,0
龚德苏,男,1968,湖南桃江,3,德苏,德,15,彳,dé,1,苏,7,艹,sū,1
张傲嘉,女,1979,上海,3,傲嘉,傲,12,亻,ào,1,嘉,14,口,jiā,1
熊万鹏,男,1975,湖北,3,万鹏,万,3,一,wàn,1,鹏,13,鸟,péng,2
王钧赫,男,1985,重庆,3,钧赫,钧,9,钅,jūn,2,赫,14,赤,hè,2
任超群,男,1968,河南南乐,3,超群,超,12,走,chāo,1,群,13,羊,qún,1
万丙良,男,1968,湖北罗田,3,丙良,丙,5,一,bǐng,1,良,7,艮,liáng,1
刘宝文,女,1979,四川成都,3,宝文,宝,8,宀,bǎo,1,文,4,文,wén,1
刘雅风,男,1988,山东聊城,3,雅风,雅,12,隹,yǎ,1,风,4,风,fēng,1
萧亚轩,女,1979,台湾省桃园市,3,亚轩,亚,6,二,yà,1,轩,7,车,xuān,2
周澎,女,1983,陕西省商洛市,2,澎,澎,15,氵,péng,2,澎,0,0,0,0
赵冉,女,1983,江苏省南京市,2,冉,冉,5,冂,rǎn,3,冉,0,0,0,0
孔国营,男,1989,河南开封,3,国营,国,8,囗,guó,1,营,11,艹,yíng,1
朱志夫,男,1977,湖南省双峰县,3,志夫,志,7,心,zhì,1,夫,4,大,fū,1
吴婷,女,1983,安徽合肥庐江,2,婷,婷,12,女,tíng,3,婷,0,0,0,0
史陈昱,男,1979,北京,3,陈昱,陈,7,阝,chén,1,昱,9,日,yù,3
闫修成,男,1966,山东金乡,3,修成,修,9,亻,xiū,1,成,6,戈,chéng,1
翟梦,女,1983,安徽省马鞍山市,2,梦,梦,11,木,mèng,1,梦,0,0,0,0
郑军燕,女,1979,重庆江津,3,军燕,军,6,冖,jūn,1,燕,16,灬,yàn,1
赵柯,女,1983,河南省郑州市,2,柯,柯,9,木,kē,3,柯,0,0,0,0
于新博,男,1989,黑龙江鸡西,3,新博,新,13,斤,xīn,1,博,12,十,bó,1
赵书科,男,1972,辽宁鞍山,3,书科,书,4,乛,shū,1,科,9,禾,kē,1
王迪诗,女,1979,香港,3,迪诗,迪,8,辶,dí,3,诗,8,讠,shī,1
谢新玲,女,1979,河南鹤壁,3,新玲,新,13,斤,xīn,1,玲,9,王,líng,2
汪存锋,男,1966,湖北广水,3,存锋,存,6,子,cún,1,锋,12,钅,fēng,1
任韬,男,1978,北京市,2,韬,韬,14,韦,tāo,3,韬,0,0,0,0
于业飞,男,1986,安徽省五河县,3,业飞,业,5,业,yè,1,飞,3,飞,fēi,1
戎劲光,男,1970,山西省五台县,3,劲光,劲,7,力,jìn,1,光,6,儿,guāng,1
梁正群,女,1979,台湾,3,正群,正,5,止,zhèng,1,群,13,羊,qún,1
谢莉莉,女,1979,浙江富阳,3,莉莉,莉,10,艹,lì,2,莉,10,艹,lì,2
谢献谋,男,1972,海南,3,献谋,献,13,犬,xiàn,1,谋,11,讠,móu,1
周泽琴,女,1979,贵州省仁怀市,3,泽琴,泽,8,氵,zé,1,琴,12,王,qín,1
宿菲菲,女,1979,河北省秦皇岛市山海关区,3,菲菲,菲,11,艹,fēi,2,菲,11,艹,fēi,2
林航,男,1983,福建 莆田,2,航,航,10,舟,háng,1,航,0,0,0,0
余男,男,1976,辽宁省大连市中山区,2,男,男,7,田,nán,1,男,0,0,0,0
李翊,男,1983,台湾,2,翊,翊,11,羽,yì,3,翊,0,0,0,0
唐兹成,男,1968,广东省惠来县,3,兹成,兹,9,乺,zī,3,成,6,戈,chéng,1
向煦,男,1968,湖北恩施,2,煦,煦,13,灬,xù,3,煦,0,0,0,0
陈彦屹,男,1990,四川 达州,3,彦屹,彦,9,彡,yàn,3,屹,6,山,yì,2
韦献娟,女,1979,广西忻城,3,献娟,献,13,犬,xiàn,1,娟,10,女,juān,3
马革新,男,1968,山东寿光,3,革新,革,9,革,gé,1,新,13,斤,xīn,1
薛运秋,男,1966,海南儋州,3,运秋,运,7,辶,yùn,1,秋,9,禾,qiū,1
熊荣元,男,1968,云南马关县,3,荣元,荣,9,艹,róng,1,元,4,儿,yuán,1
古明洪,男,1968,重庆沙坪坝,3,明洪,明,8,日,míng,1,洪,9,氵,hóng,1
穆熙妍,女,1979,台湾省台北市,3,熙妍,熙,14,灬,xī,2,妍,7,女,yán,3
马徐发,男,1975,湖北红安,3,徐发,徐,10,彳,xú,1,发,5,又,fā,1
汤文全,男,1972,浙江富阳,3,文全,文,4,文,wén,1,全,6,入,quán,1
叶华林,男,1971,江西安远,3,华林,华,6,十,huá,1,林,8,木,lín,1
沈涛,男,1983,浙江省嘉兴市桐乡市,2,涛,涛,10,氵,tāo,1,涛,0,0,0,0
苏天照,男,1976,山西稷山,3,天照,天,4,大,tiān,1,照,13,灬,zhào,1
宋禹,男,1983,北京,2,禹,禹,9,忄,yǔ,3,禹,0,0,0,0
王术君,男,1970,山东安丘,3,术君,术,5,木,shù,1,君,7,口,jūn,1
曹利杰,男,1979,河北藁城人,3,利杰,利,7,刂,lì,1,杰,8,木,jié,1
宋爱苹,女,1979,河南鹤壁,3,爱苹,爱,10,爫,ài,1,苹,8,艹,píng,1
曹铮,男,1983,河南省上蔡县,2,铮,铮,11,钅,zhēng,3,铮,0,0,0,0
刘擘,男,1975,辽宁省,2,擘,擘,17,手,bò,3,擘,0,0,0,0
蒋书红,男,1976,湖南省永州市,3,书红,书,4,乛,shū,1,红,6,纟,hóng,1
丰耀军,男,1970,云南贡山,3,耀军,耀,20,羽,yào,1,军,6,冖,jūn,1
谭必翰,男,1970,湖南泸溪,3,必翰,必,5,心,bì,1,翰,16,羽,hàn,2
陈玘,男,1983,江苏南通,2,玘,玘,7,王,qǐ,3,玘,0,0,0,0
汪起正,男,1981,重庆,3,起正,起,10,走,qǐ,1,正,5,止,zhèng,1
阮圣杰,男,1969,安徽滁州,3,圣杰,圣,5,土,shèng,1,杰,8,木,jié,1
周丽淇,女,1979,香港,3,丽淇,丽,7,丶,lì,1,淇,11,氵,qí,3
邝艳湘,女,1979,湖南,3,艳湘,艳,10,色,yàn,1,湘,12,氵,xiāng,2
吕忠荣,男,1973,广西全州,3,忠荣,忠,8,心,zhōng,1,荣,9,艹,róng,1
张利飞,女,1979,湖南宜章,3,利飞,利,7,刂,lì,1,飞,3,飞,fēi,1
黄达洋,男,1981,福建省华安县,3,达洋,达,6,辶,dá,1,洋,9,氵,yáng,1
高军红,男,1972,河南省济源市人,3,军红,军,6,冖,jūn,1,红,6,纟,hóng,1
徐长根,男,1975,江西新建,3,长根,长,4,长,cháng,1,根,10,木,gēn,1
王琴兰,女,1979,四川广汉,3,琴兰,琴,12,王,qín,1,兰,5,乺,lán,1
张达林,男,1990,广东东莞,3,达林,达,6,辶,dá,1,林,8,木,lín,1
徐桥,男,1983,湖北 随州,2,桥,桥,10,木,qiáo,1,桥,0,0,0,0
成哲,男,1983,陕西泾阳,2,哲,哲,10,口,zhé,1,哲,0,0,0,0
巩峥,男,1983,江西省南昌市,2,峥,峥,9,山,zhēng,3,峥,0,0,0,0
史善仓,男,1977,安徽,3,善仓,善,12,口,shàn,1,仓,4,人,cāng,1
赵小侨,女,1979,台湾,3,小侨,小,3,小,xiǎo,1,侨,8,亻,qiáo,1
纪文蕙,女,1979,台湾省台南市,3,文蕙,文,4,文,wén,1,蕙,15,艹,huì,3
陈宇秋,女,1979,黑龙江省哈尔滨市,3,宇秋,宇,6,宀,yǔ,1,秋,9,禾,qiū,1
张树进,男,1969,山东齐河,3,树进,树,9,木,shù,1,进,7,辶,jìn,1
倪紫剑,男,1976,天津,3,紫剑,紫,12,糸,zǐ,1,剑,9,刂,jiàn,1
刘纪建,男,1982,山东沂水,3,纪建,纪,6,纟,jì,1,建,8,廴,jiàn,1
秦东亚,女,1979,辽宁辽阳,3,东亚,东,5,一,dōng,1,亚,6,二,yà,1
贺彬,男,1983,河南,2,彬,彬,11,彡,bīn,2,彬,0,0,0,0
张炳辉,男,1969,吉林,3,炳辉,炳,9,火,bǐng,3,辉,12,车,huī,1
戚学贵,男,1976,安徽天长,3,学贵,学,8,子,xué,1,贵,9,贝,guì,1
汪国辉,男,1990,重庆云阳,3,国辉,国,8,囗,guó,1,辉,12,车,huī,1
吴友群,女,1979,重庆万州,3,友群,友,4,又,yǒu,1,群,13,羊,qún,1
鞠维松,男,1970,山东文登,3,维松,维,11,纟,wéi,1,松,8,木,sōng,1
周小伟,男,1991,河南省周口市,3,小伟,小,3,小,xiǎo,1,伟,6,亻,wěi,1
胡峪,男,1974,四川温江,2,峪,峪,10,山,yù,3,峪,0,0,0,0
唐功红,女,1979,山东烟台,3,功红,功,5,力,gōng,1,红,6,纟,hóng,1
田安平,男,1971,山西汾阳,3,安平,安,6,宀,ān,1,平,5,干,píng,1
吴美莲,女,1979,安徽省芜湖市南陵县,3,美莲,美,9,羊,měi,1,莲,10,艹,lián,1
黄卓玲,女,1979,香港,3,卓玲,卓,8,十,zhuó,2,玲,9,王,líng,2
章子怡,女,1979,北京,3,子怡,子,3,子,zǐ,1,怡,8,忄,yí,3
刘雯卉,女,1979,河南省柘城县,3,雯卉,雯,12,雨,wén,3,卉,5,十,huì,3
谢龙华,男,1966,浙江余姚,3,龙华,龙,5,龙,lóng,1,华,6,十,huá,1
肖曙光,男,1970,湖南湘乡,3,曙光,曙,17,日,shǔ,2,光,6,儿,guāng,1
冷漠,男,1983,河南省新乡县古固寨镇前辛庄,2,漠,漠,13,氵,mò,1,漠,0,0,0,0
吴亦帆,女,1979,台湾,3,亦帆,亦,6,亠,yì,1,帆,6,巾,fān,1
郑业成,男,1993,吉林省吉林市,3,业成,业,5,业,yè,1,成,6,戈,chéng,1
姚夏雨,男,1966,江苏宜兴,3,夏雨,夏,10,夂,xià,1,雨,8,雨,yǔ,1
廉赛,男,1983,北京市,2,赛,赛,14,贝,sài,1,赛,0,0,0,0
徐本禹,男,1982,山东聊城,3,本禹,本,5,木,běn,1,禹,9,忄,yǔ,3
徐绍钧,男,1983,山东海阳,3,绍钧,绍,8,纟,shào,1,钧,9,钅,jūn,2
沈义钧,男,1999,江苏宿迁,3,义钧,义,3,丶,yì,1,钧,9,钅,jūn,2
陈学权,男,1978,湖北应城,3,学权,学,8,子,xué,1,权,6,木,quán,1
何声玲,女,1979,广南县珠琳镇,3,声玲,声,7,士,shēng,1,玲,9,王,líng,2
李代广,男,1970,河南生濮阳市清丰县,3,代广,代,5,亻,dài,1,广,3,广,guǎng,1
何天泉,男,1968,新疆,3,天泉,天,4,大,tiān,1,泉,9,水,quán,1
李安海,男,1984,山东莒南,3,安海,安,6,宀,ān,1,海,10,氵,hǎi,1
付永青,女,1979,云南省昭通市巧家县,3,永青,永,5,水,yǒng,1,青,8,青,qīng,1
窦家义,男,1969,云南鲁甸县,3,家义,家,10,宀,jiā,1,义,3,丶,yì,1
石嘉怿,女,1979,湖北黄石,3,嘉怿,嘉,14,口,jiā,1,怿,8,忄,yì,3
